customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-02500,Female,0,No,No,57,1,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,78.82,4492.74,Yes
CUST-02501,Male,1,Yes,No,31,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.17,2516.27,No
CUST-02502,Female,0,Yes,No,72,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,93.83,6755.76,No
CUST-02503,Male,0,No,No,2,0,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,18.21,36.42,No
CUST-02504,Female,0,Yes,No,55,1,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,49.01,2695.55,No
CUST-02505,Male,0,Yes,No,50,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,86.83,4341.5,No
CUST-02506,Male,0,No,No,9,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,84.86,763.74,No
CUST-02507,Female,0,Yes,Yes,64,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card,98.86,6327.04,No
CUST-02508,Female,0,No,No,62,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,30.93,1917.66,No
CUST-02509,Male,0,No,Yes,38,1,Yes,No,No,No,No,No,No,No,One year,No,Credit card,55.48,2108.24,No
CUST-02510,Female,1,Yes,No,62,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,91.82,5692.84,No
CUST-02511,Male,0,Yes,Yes,47,1,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,88.89,4177.83,No
CUST-02512,Male,0,Yes,Yes,50,0,No,No,No,No,No,No,No,No,One year,No,Credit card,26.95,1347.5,No
CUST-02513,Male,0,Yes,Yes,5,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,17.34,86.7,No
CUST-02514,Female,0,Yes,No,25,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,75.9,1897.5,No
CUST-02515,Female,0,Yes,No,53,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.5,1775.5,No
CUST-02516,Male,0,No,Yes,21,1,No,No,No,No,No,No,No,No,One year,No,Bank transfer,41.57,872.97,No
CUST-02517,Female,0,No,No,56,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,95.95,5373.2,No
CUST-02518,Female,1,Yes,No,16,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,102.29,1636.64,No
CUST-02519,Male,0,No,No,63,1,No,No,No,No,No,No,No,No,One year,No,Mailed check,33.34,2100.42,No
CUST-02520,Female,1,No,No,14,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,98.16,1374.24,No
CUST-02521,Female,0,Yes,No,65,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,94.5,6142.5,No
CUST-02522,Male,0,Yes,Yes,54,1,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,48.92,2641.68,No
CUST-02523,Male,0,Yes,Yes,23,1,No,No,No,No,No,No,No,No,Two year,No,Mailed check,39.93,918.39,Yes
CUST-02524,Female,1,Yes,Yes,14,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,89.02,1246.28,No
CUST-02525,Male,1,No,No,24,0,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,74.95,1798.8,No
CUST-02526,Male,0,No,No,67,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.41,4449.47,No
CUST-02527,Male,0,No,Yes,58,1,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card,82.14,4764.12,No
CUST-02528,Female,0,Yes,Yes,32,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,55.82,1786.24,No
CUST-02529,Male,0,No,Yes,21,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.31,2001.51,No
CUST-02530,Female,1,No,No,18,1,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer,75.86,1365.48,No
CUST-02531,Male,0,Yes,No,44,1,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,44.27,1947.88,No
CUST-02532,Female,0,No,No,9,0,No,No,No,No,No,No,No,No,Two year,No,Mailed check,24.29,218.61,No
CUST-02533,Male,0,Yes,No,52,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,100.48,5224.96,No
CUST-02534,Female,1,Yes,No,30,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card,75.26,2257.8,No
CUST-02535,Male,0,No,Yes,15,1,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,42.12,631.8,No
CUST-02536,Female,1,Yes,Yes,67,1,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,85.32,5716.44,Yes
CUST-02537,Male,0,No,Yes,60,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,17.17,1030.2,No
CUST-02538,Male,0,Yes,Yes,36,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,44.05,1585.8,No
CUST-02539,Male,0,No,Yes,15,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,119.16,1787.4,No
CUST-02540,Male,0,No,No,58,1,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,65.61,3805.38,No
CUST-02541,Male,0,Yes,No,34,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card,94.61,3216.74,No
CUST-02542,Female,0,No,No,15,1,Yes,No,No,No,No,No,No,No,One year,No,Credit card,54.22,813.3,No
CUST-02543,Male,0,No,Yes,50,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card,80.89,4044.5,No
CUST-02544,Female,0,No,No,60,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,48.12,2887.2,Yes
CUST-02545,Female,0,Yes,No,45,0,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,57.75,2598.75,Yes
CUST-02546,Male,0,No,Yes,54,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.99,1619.46,No
CUST-02547,Female,0,Yes,No,1,1,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.45,77.45,No
CUST-02548,Female,0,No,No,24,1,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,71.99,1727.76,No
CUST-02549,Female,0,Yes,Yes,14,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.19,1374.66,Yes
CUST-02550,Male,0,No,Yes,52,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,80.61,4191.72,No
CUST-02551,Female,0,No,Yes,23,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,105.74,2432.02,Yes
CUST-02552,Female,0,No,Yes,68,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,95.42,6488.56,Yes
CUST-02553,Female,1,Yes,Yes,72,1,No,No,No,No,No,No,No,No,Two year,No,Electronic check,36.02,2593.44,No
CUST-02554,Male,0,Yes,No,48,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.63,4206.24,Yes
CUST-02555,Male,0,No,No,17,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer,74.14,1260.38,No
CUST-02556,Male,0,No,Yes,56,1,No,No,No,No,No,No,No,No,Two year,No,Mailed check,39.27,2199.12,No
CUST-02557,Male,0,No,Yes,64,0,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,53.85,3446.4,No
CUST-02558,Male,0,Yes,No,13,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,87.94,1143.22,No
CUST-02559,Female,0,Yes,No,56,1,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,44.41,2486.96,No
CUST-02560,Female,0,No,Yes,62,0,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,75.47,4679.14,Yes
CUST-02561,Female,0,No,No,5,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,82.89,414.45,Yes
CUST-02562,Female,0,Yes,Yes,70,0,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer,60.23,4216.1,No
CUST-02563,Male,1,Yes,Yes,3,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,110.21,330.63,Yes
CUST-02564,Male,0,Yes,Yes,71,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,80.86,5741.06,No
CUST-02565,Female,0,Yes,Yes,30,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.61,2478.3,No
CUST-02566,Male,0,No,Yes,34,1,No,No,No,No,No,No,No,No,Two year,No,Credit card,37.85,1286.9,No
CUST-02567,Male,1,Yes,No,15,1,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,76.58,1148.7,No
CUST-02568,Female,1,No,No,28,1,No,No,No,No,No,No,No,No,Two year,No,Credit card,39.76,1113.28,No
CUST-02569,Female,0,No,No,42,1,No,No,No,No,No,No,No,No,One year,No,Bank transfer,46.21,1940.82,Yes
CUST-02570,Male,0,Yes,No,40,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,83.72,3348.8,No
CUST-02571,Male,0,Yes,No,49,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,80.27,3933.23,No
CUST-02572,Female,0,No,Yes,16,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,114.72,1835.52,No
CUST-02573,Female,0,No,Yes,72,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,90.25,6498.0,No
CUST-02574,Male,1,Yes,Yes,50,0,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer,69.03,3451.5,No
CUST-02575,Female,0,Yes,Yes,19,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,92.08,1749.52,No
CUST-02576,Female,0,Yes,No,43,1,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,70.66,3038.38,No
CUST-02577,Male,1,Yes,Yes,32,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card,87.84,2810.88,No
CUST-02578,Female,0,Yes,Yes,36,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,108.74,3914.64,No
CUST-02579,Female,0,Yes,Yes,5,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.18,265.9,Yes
CUST-02580,Female,0,No,No,65,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,69.37,4509.05,No
CUST-02581,Female,0,No,Yes,58,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,78.9,4576.2,No
CUST-02582,Male,0,Yes,Yes,10,1,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,43.76,437.6,No
CUST-02583,Female,0,Yes,No,61,1,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,94.46,5762.06,No
CUST-02584,Female,0,No,No,62,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,89.81,5568.22,No
CUST-02585,Male,0,No,Yes,4,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer,89.26,357.04,Yes
CUST-02586,Male,0,Yes,No,18,1,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,35.51,639.18,No
CUST-02587,Female,0,No,No,58,1,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card,64.95,3767.1,No
CUST-02588,Female,0,Yes,Yes,72,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.74,3365.28,No
CUST-02589,Female,0,No,No,17,1,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,34.67,589.39,No
CUST-02590,Female,0,Yes,Yes,9,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,80.9,728.1,No
CUST-02591,Male,0,Yes,Yes,19,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.37,900.03,No
CUST-02592,Male,0,Yes,Yes,59,1,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,69.15,4079.85,No
CUST-02593,Male,0,Yes,Yes,20,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,102.11,2042.2,No
CUST-02594,Male,0,No,No,45,1,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer,56.71,2551.95,No
CUST-02595,Female,0,No,No,24,1,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,71.77,1722.48,No
CUST-02596,Female,1,Yes,No,36,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,51.97,1870.92,No
CUST-02597,Male,1,No,No,58,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,86.45,5014.1,Yes
CUST-02598,Male,0,Yes,No,44,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer,78.28,3444.32,No
CUST-02599,Male,1,Yes,Yes,42,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card,44.31,1861.02,No
CUST-02600,Female,0,No,Yes,19,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,46.41,881.79,No
CUST-02601,Male,0,Yes,No,41,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17.56,719.96,Yes
CUST-02602,Male,0,No,No,47,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,38.91,1828.77,No
CUST-02603,Female,0,Yes,No,26,1,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,49.59,1289.34,Yes
CUST-02604,Male,1,Yes,No,41,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,94.18,3861.38,No
CUST-02605,Male,0,Yes,Yes,66,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,100.97,6664.02,No
CUST-02606,Female,0,No,Yes,15,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,92.45,1386.75,No
CUST-02607,Female,0,Yes,Yes,8,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,112.31,898.48,No
CUST-02608,Female,0,Yes,Yes,30,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,49.45,1483.5,No
CUST-02609,Female,0,No,No,5,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,106.05,530.25,No
CUST-02610,Male,0,Yes,No,15,1,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,88.69,1330.35,No
CUST-02611,Male,0,Yes,Yes,28,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.97,3275.16,Yes
CUST-02612,Female,0,No,No,11,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,64.38,708.18,No
CUST-02613,Female,0,Yes,No,35,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,91.5,3202.5,No
CUST-02614,Male,0,Yes,Yes,12,1,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,36.43,437.16,No
CUST-02615,Female,0,Yes,Yes,46,1,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card,80.39,3697.94,No
CUST-02616,Male,1,Yes,Yes,6,1,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,37.81,226.86,No
CUST-02617,Female,0,Yes,No,70,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,29.82,2087.4,No
CUST-02618,Male,0,No,Yes,71,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card,96.68,6864.28,No
CUST-02619,Female,0,No,Yes,7,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,98.27,687.89,No
CUST-02620,Female,0,No,No,67,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.05,6971.35,No
CUST-02621,Female,0,No,Yes,68,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,104.73,7121.64,No
CUST-02622,Female,0,No,No,39,1,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,83.17,3243.63,No
CUST-02623,Male,1,Yes,Yes,45,1,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,75.22,3384.9,No
CUST-02624,Male,1,No,No,41,1,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,72.7,2980.7,No
CUST-02625,Female,0,Yes,No,51,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,80.83,4122.33,No
CUST-02626,Male,0,Yes,Yes,19,0,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,57.14,1085.66,No
CUST-02627,Female,1,Yes,No,25,1,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer,77.11,1927.75,No
CUST-02628,Female,0,No,No,18,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,105.75,1903.5,No
CUST-02629,Male,0,No,Yes,6,1,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,53.42,320.52,No
CUST-02630,Male,0,Yes,No,19,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,94.62,1797.78,No
CUST-02631,Male,0,Yes,No,22,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,78.8,1733.6,No
CUST-02632,Female,0,Yes,No,25,1,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,68.0,1700.0,No
CUST-02633,Male,0,No,No,71,1,No,No,No,No,No,No,No,No,Two year,No,Credit card,36.22,2571.62,No
CUST-02634,Female,0,No,Yes,16,0,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.87,653.92,No
CUST-02635,Male,0,No,Yes,60,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.03,4141.8,No
CUST-02636,Female,0,Yes,Yes,24,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,100.11,2402.64,No
CUST-02637,Male,0,Yes,No,2,0,No,No,No,No,No,No,No,No,Two year,No,Credit card,17.82,35.64,No
CUST-02638,Female,1,Yes,Yes,41,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,97.61,4002.01,No
CUST-02639,Male,0,Yes,No,10,1,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,47.41,474.1,No
CUST-02640,Female,0,No,Yes,63,1,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,72.31,4555.53,No
CUST-02641,Male,0,No,Yes,66,1,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer,48.28,3186.48,No
CUST-02642,Male,1,Yes,No,12,1,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,83.3,999.6,No
CUST-02643,Male,0,Yes,Yes,49,1,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,82.52,4043.48,No
CUST-02644,Female,1,No,No,26,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,93.41,2428.66,No
CUST-02645,Male,0,Yes,Yes,24,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,18.88,453.12,No
CUST-02646,Male,0,No,No,48,1,Yes,No,No,No,No,No,No,No,One year,No,Credit card,55.09,2644.32,No
CUST-02647,Male,0,Yes,No,16,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,47.78,764.48,No
CUST-02648,Female,0,Yes,No,48,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,104.66,5023.68,No
CUST-02649,Male,0,Yes,No,62,1,Yes,No,No,No,No,No,No,No,Two year,No,Credit card,51.53,3194.86,No
CUST-02650,Male,0,Yes,Yes,37,0,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card,81.05,2998.85,No
CUST-02651,Female,0,Yes,No,29,1,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card,52.34,1517.86,No
CUST-02652,Female,0,No,No,54,1,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,64.99,3509.46,No
CUST-02653,Male,0,Yes,No,59,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,83.99,4955.41,No
CUST-02654,Male,0,Yes,No,71,0,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.42,1378.82,No
CUST-02655,Female,0,No,Yes,44,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,91.55,4028.2,Yes
CUST-02656,Female,1,Yes,Yes,2,1,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card,80.29,160.58,No
CUST-02657,Male,1,Yes,No,13,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,96.44,1253.72,No
CUST-02658,Male,0,Yes,No,26,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,78.69,2045.94,No
CUST-02659,Male,0,Yes,Yes,47,1,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,46.43,2182.21,No
CUST-02660,Female,0,Yes,Yes,31,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.13,2825.03,No
CUST-02661,Male,0,No,No,11,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,35.05,385.55,No
CUST-02662,Female,0,Yes,No,47,1,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,69.68,3274.96,No
CUST-02663,Female,0,No,No,30,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,87.24,2617.2,No
CUST-02664,Female,0,Yes,No,18,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.02,846.36,Yes
CUST-02665,Female,0,No,Yes,48,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.21,1930.08,No
CUST-02666,Male,0,No,No,46,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,43.58,2004.68,Yes
CUST-02667,Male,0,Yes,Yes,61,1,Yes,No,No,No,No,No,No,No,Two year,No,Credit card,46.12,2813.32,No
CUST-02668,Female,0,No,Yes,47,1,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card,71.7,3369.9,No
CUST-02669,Female,0,Yes,No,23,0,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.35,1641.05,Yes
CUST-02670,Male,0,Yes,No,52,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,116.48,6056.96,No
CUST-02671,Male,0,No,No,1,1,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,56.7,56.7,No
CUST-02672,Female,1,No,No,17,1,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,69.89,1188.13,No
CUST-02673,Male,1,No,Yes,40,0,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,15.91,636.4,No
CUST-02674,Male,1,Yes,Yes,3,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.64,172.92,No
CUST-02675,Female,1,No,Yes,17,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,105.1,1786.7,No
CUST-02676,Male,0,Yes,No,24,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card,83.3,1999.2,No
CUST-02677,Male,0,Yes,No,33,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card,68.77,2269.41,Yes
CUST-02678,Male,0,Yes,Yes,66,1,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,77.35,5105.1,No
CUST-02679,Female,0,No,No,12,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,88.64,1063.68,Yes
CUST-02680,Female,0,No,No,42,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,45.13,1895.46,No
CUST-02681,Female,0,No,Yes,16,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,94.12,1505.92,No
CUST-02682,Male,1,No,Yes,32,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,75.74,2423.68,No
CUST-02683,Male,1,No,Yes,21,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,99.7,2093.7,Yes
CUST-02684,Male,0,Yes,No,55,0,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card,46.89,2578.95,No
CUST-02685,Female,0,Yes,No,41,1,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,78.13,3203.33,No
CUST-02686,Female,1,Yes,Yes,3,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,73.19,219.57,No
CUST-02687,Male,0,Yes,No,32,0,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,68.86,2203.52,No
CUST-02688,Male,0,Yes,Yes,51,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,97.65,4980.15,Yes
CUST-02689,Male,0,Yes,Yes,55,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,90.34,4968.7,No
CUST-02690,Male,0,Yes,No,63,1,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,85.31,5374.53,No
CUST-02691,Female,0,No,Yes,13,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.46,1097.98,No
CUST-02692,Female,0,Yes,Yes,38,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,93.61,3557.18,No
CUST-02693,Male,0,Yes,Yes,11,1,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,41.75,459.25,No
CUST-02694,Female,0,No,No,28,1,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,50.67,1418.76,No
CUST-02695,Female,0,No,Yes,17,0,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,78.18,1329.06,No
CUST-02696,Female,1,No,No,25,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.87,2496.75,No
CUST-02697,Male,0,Yes,Yes,11,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,103.76,1141.36,No
CUST-02698,Female,1,No,Yes,67,1,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,47.06,3153.02,Yes
